Title,Description,Content,Rating
Apple's buy-now-pay-later rival to AfterPay. A lawyer who helps victims of predatory lending says Apple could use the data it has on you to push reckless spending.,"A lawyer who represents victims of predatory lending said Apple's entrance into Buy Now, Pay Later makes new regulation 'even more urgent'","Apple is the latest entrant to the 
buy-now-pay-later market, but unlike rivals such as Klarna or AfterPay it already holds huge amounts of information about how its customers spend their money.
On… [+3912 chars]","{'neg': 0.158, 'neu': 0.759, 'pos': 0.082, 'compound': -0.34}"
Legal clashes await U.S. companies covering workers' abortion costs - Reuters,"A growing number of large U.S. companies have said they will cover travel costs for employees who must leave their home states to get abortions, but these new policies could expose businesses to lawsuits and even potential criminal liability, legal experts sa…","June 26 (Reuters) - A growing number of large U.S. companies have said they will cover travel costs for employees who must leave their home states to get abortions, but these new policies could expos… [+5605 chars]","{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.2263}"
"Apple Pay Later lets you pay in instalments, directly in Wallet app, inc 0% interest","Among today’s iOS 16 announcements is Apple Pay Later, a way to let you pay in instalments simply by choosing the option in the Wallet app when you make payment.
You can pay in four equal instalments, and get up to six month’s interest-free … 
 more…
The post…","Among today’s iOS 16 announcements is Apple Pay Later, a way to let you pay in instalments simply by choosing the option in the Wallet app when you make payment.
You can pay in four equal instalment… [+465 chars]","{'neg': 0.157, 'neu': 0.674, 'pos': 0.169, 'compound': 0.296}"
iPhone 14 Pro Max: Release date to expected specifications; Everything we know so far - HT Tech,"<ol><li>iPhone 14 Pro Max: Release date to expected specifications; Everything we know so far  HT Tech
</li><li>I asked AI to make an iPhone 14 render, and it's as weird as you'd imagine  Techradar
</li><li>Is this the iPhone 14? no more Mini! No more notch…",Apple is just a few more months away from the launch of its iPhone 14 line up. The rumours and speculations regarding the features of iPhone 14 Pro models are already creating much hype on social med… [+2504 chars],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Futures rise as investors scale back rate hike expectations - Reuters.com,U.S. stock index futures rose on Friday as signs of slowing economic growth and falling commodity prices eased expectations over how high the Federal Reserve will raise interest rates to rein in inflation.,June 24 (Reuters) - U.S. stock index futures rose on Friday as signs of slowing economic growth and falling commodity prices eased expectations over how high the Federal Reserve will raise interest r… [+2721 chars],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"WWDC 2022 Rumor Report Card: MacBook Air With White Bezels, iOS 16 Lock Screen Changes, and More","This week, Apple held a jam-packed WWDC keynote where it announced iOS 16, iPadOS 16, macOS Ventura, watchOS 9, the next-generation of Apple silicon with M2, a new redesigned MacBook Air, and a revamped 13-inch MacBook Pro.





As is typical with all of Appl…","This week, Apple held a jam-packed WWDC keynote where it announced iOS 16, iPadOS 16, macOS Ventura, watchOS 9, the next-generation of Apple silicon with M2, a new redesigned MacBook Air, and a revam… [+3715 chars]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Apple plans to bargain with Maryland retail store after union vote,"Apple intends to bargain with the newly formed labor union at its Maryland retail store, according to Reuters. Apple Inc will not challenge the results of a vote by workers at its Towson, Maryland, store to join a labor union and intends to participate in the…","Apple intends to bargain with the newly formed labor union at its Maryland retail store, according to Reuters.
Apple Inc will not challenge the results of a vote by workers at its Towson, Maryland, … [+1147 chars]","{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.2023}"
The Ratings Game: Apple is the safest play in consumer hardware but isn’t immune to this one ‘growing risk’,"Apple Inc. faces risks from an expected slowdown in tech spending, but it's still the safest bet among consumer-hardware names, according to Morgan Stanley.","Apple Inc. faces risks from an expected slowdown in tech spending, but its still the safest play among consumer-hardware names, according to Morgan Stanley. While low- and mid-range consumer spending… [+2260 chars]","{'neg': 0.0, 'neu': 0.716, 'pos': 0.284, 'compound': 0.6542}"
Apple Products Set to Use Common Charging Point After EU Deal,All smartphones and tablets would have to use a common charger under a provisional European Union agreement clinched on Tuesday.,"All smartphones and tablets would have to use a common charger under a provisional European Union agreement clinched on Tuesday.
The plan would force all companies—most notably Apple Inc.—to make ph… [+1649 chars]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3 Buffett Stocks to Buy on the Dip,Warren Buffett’s strategic investment decisions have been a guide for retail inventors for decades. And we think investors should consider buying the dip in these fundamentally solid stocks from his...,Warren Buffett's strategic investment decisions have been a guide for retail inventors for decades. And we think investors should consider buying the dip in these fundamentally solid stocks from his … [+6466 chars],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"'It could be a long, cold, summer for housing': BMO economist - The Globe and Mail","<ol><li>'It could be a long, cold, summer for housing': BMO economist  The Globe and Mail
</li><li>Canadian Real Estate's Worst Case Is A 30% Price Drop, Still Down By 2027: RBC - Better Dwelling  Better Dwelling
</li><li>Posthaste: So long, seller's market…","A daily roundup of research and analysis from The Globe and Mails market strategist Scott Barlow
BMO chief strategist Brian Belski notes more difficult conditions for Canadian equity investors,
Whi… [+4425 chars]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Futures slip as tech-driven rally loses steam - Reuters,"U.S. stock index futures slipped on Wednesday as a rally in technology and growth stocks from the previous session eased, while higher oil prices stoked worries of a further rise in global inflation.","June 8 (Reuters) - U.S. stock index futures slipped on Wednesday as a rally in technology and growth stocks from the previous session eased, while higher oil prices stoked worries of a further rise i… [+1793 chars]","{'neg': 0.223, 'neu': 0.777, 'pos': 0.0, 'compound': -0.3182}"
"Futures rebound as Tesla, other growth stocks gain - Reuters.com","U.S. stock index futures rose on Thursday, led by Tesla and other growth shares following a broad selloff on Wall Street on worries over surging inflation and the path for interest rate hikes.","June 9 (Reuters) - U.S. stock index futures rose on Thursday, led by Tesla and other growth shares following a broad selloff on Wall Street on worries over surging inflation and the path for interest… [+2325 chars]","{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.7184}"
Futures slump as recession fears loom - Reuters,"U.S. stock index futures fell sharply on Thursday, pointing to a reversal of the previous session's rally, as fears of a recession grew after the Federal Reserve's biggest rate hike in nearly three decades.","June 16 (Reuters) - U.S. stock index futures fell sharply on Thursday, pointing to a reversal of the previous session's rally, as fears of a recession grew after the Federal Reserve's biggest rate hi… [+1751 chars]","{'neg': 0.6, 'neu': 0.4, 'pos': 0.0, 'compound': -0.7579}"
New Zealand dairy and meat farmers disappointed in EU trade deal - Reuters,"New Zealand dairy, sheep and beef farmers are largely disappointed by the newly signed New Zealand-European Union free trade agreement, lamenting it provides little new access to the profitable market for meat and dairy.","WELLINGTON, July 1 (Reuters) - New Zealand dairy, sheep and beef farmers are largely disappointed by the newly signed New Zealand-European Union free trade agreement, lamenting it provides little new… [+2212 chars]","{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.4767}"
EU fails to agree corporate tax reform as Hungary vetoes overhaul - Reuters,"Hungary's Finance Minister Mihaly Varga told his EU counterparts on Friday that his country could not support a reform of corporate taxation at this stage, effectively preventing a deal at EU level.","LUXEMBOURG, June 17 (Reuters) - Hungary's Finance Minister Mihaly Varga told his EU counterparts on Friday that his country could not support a reform of corporate taxation at this stage, effectively… [+2258 chars]","{'neg': 0.172, 'neu': 0.675, 'pos': 0.153, 'compound': -0.0772}"
Gartner revises 2022 mobile sales estimates to fall 7.1% - Reuters.com,"Gartner forecast global mobile phone sales to fall 7.1% this year on Thursday, revising its earlier estimate of a growth of 2.2%, citing inflation, Russia's invasion of Ukraine and lockdowns in China.","STOCKHOLM, June 30 (Reuters) - Gartner forecast global mobile phone sales to fall 7.1% this year on Thursday, revising its earlier estimate of a growth of 2.2%, citing inflation, Russia's invasion of… [+2017 chars]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Taiwan's Foxconn raises full-year outlook on strong tech demand - Reuters.com,"Taiwan's Foxconn <a href=""https://www.reuters.com/companies/2317.TW"" target=""_blank"">(2317.TW)</a>, the world's largest contract electronics maker, raised its full-year business outlook on Monday thanks to strong sales of smartphones and servers despite conce…","TAIPEI, July 4 (Reuters) - Taiwan's Foxconn (2317.TW), the world's largest contract electronics maker, raised its full-year business outlook on Monday thanks to strong sales of smartphones and server… [+2505 chars]","{'neg': 0.109, 'neu': 0.652, 'pos': 0.239, 'compound': 0.4215}"
Wall Street suffers biggest weekly loss since January after hot CPI data - Moneycontrol,"<ol><li>Wall Street suffers biggest weekly loss since January after hot CPI data  Moneycontrol
</li><li>S&P 500 Slumps as Surprise Jump in Inflation to Keep Fed on Rate Hike Trail By Investing.com  Investing.com
</li><li>Wall St suffers biggest weekly loss …",US stocks posted their biggest weekly percentage declines since January and ended sharply lower on the day Friday as a steeper-than-expected rise in US consumer prices in May fueled fears of more agg… [+2744 chars],"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.6597}"
Ericsson brings 5G patent infringement battle to the UK,"Ericsson is extending its legal battle with Apple over 5G patents, with new filings indicating the patent infringement fight will also be taking place in the United Kingdom.In early 2022, Ericsson and Apple scaled up their disagreements over 5G patents that E…",AppleInsider is supported by its audience and may earn commission as an Amazon Associate and affiliate partner on qualifying purchases. These affiliate partnerships do not influence our editorial con… [+1680 chars],"{'neg': 0.449, 'neu': 0.551, 'pos': 0.0, 'compound': -0.6908}"
Apple honors winners in the 2022 Apple Design Awards,"On Monday, Apple announced the winners of its annual Design Awards, praising developers who have produced exceptional apps and games.Apple's annual Design Awards honor ""excellence in innovation, ingenuity, and technical achievement in app and game design."" An…",AppleInsider is supported by its audience and may earn commission as an Amazon Associate and affiliate partner on qualifying purchases. These affiliate partnerships do not influence our editorial con… [+4198 chars],"{'neg': 0.0, 'neu': 0.39, 'pos': 0.61, 'compound': 0.8555}"
Steve Jobs’ legacy lives on with the highest civilian honor in the U.S.,"Apple co-founder Steve Jobs will be honored, posthumously, with the Medal of Freedom, awarded by President Biden for contributions to the United States.","Steve Jobs will soon receive the highest civilian honor awarded in the U.S., the Presidential Medal of Freedom. The announcement was made today by President Biden and the award will be presented post… [+2137 chars]","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.4939}"
Tencent forms 'extended reality' unit as metaverse race gathers steam - sources - Reuters,"China's Tencent Holdings <a href=""https://www.reuters.com/companies/0700.HK"" target=""_blank"">(0700.HK)</a> announced to its staff on Monday the official formation of an ""extended reality"" (XR) unit, three people familiar with the matter said, formally placing…","HONG KONG, June 20 (Reuters) - China's Tencent Holdings (0700.HK) announced to its staff on Monday the official formation of an ""extended reality"" (XR) unit, three people familiar with the matter sai… [+2741 chars]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Asian stocks track global shares lower, U.S. CPI in focus - Reuters.com","Asian shares tracked Wall Street lower on Friday, while the dollar held on to its overnight gains, after rate hike guidance from the European Central Bank and upcoming U.S. inflation data unnerved investors.","BEIJING/HONG KONG, June 10 (Reuters) - Asian shares tracked Wall Street lower on Friday, while the dollar held on to its overnight gains, after rate hike guidance from the European Central Bank and u… [+3924 chars]","{'neg': 0.153, 'neu': 0.694, 'pos': 0.153, 'compound': 0.0}"
Analysis: Buy Now Pay Later business model faces test as rates rise - Reuters.com,"Reduced consumer spending, rising interest rates and trickier credit conditions spell trouble for Buy Now Pay Later lenders, raising the prospect of consolidation in the sector.","LONDON, June 10 (Reuters) - Reduced consumer spending, rising interest rates and trickier credit conditions spell trouble for Buy Now Pay Later lenders, raising the prospect of consolidation in the s… [+5737 chars]","{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.1027}"
Filing: ex-Apple retail chief Ron Johnson's at-home tech setup company Enjoy files for bankruptcy less than a year after a SPAC merger and sells to Asurion (Bloomberg),"Bloomberg:
Filing: ex-Apple retail chief Ron Johnson's at-home tech setup company Enjoy files for bankruptcy less than a year after a SPAC merger and sells to Asurion  —  Enjoy Technology Inc., a retail startup founded by former Apple Inc. executive Ron Johns…","The New Consumer— by Dan Frommer
A publication about how and why people spend their time and money, focusing on the most interesting and innovative companies, people, products, and trends.","{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.4939}"
"Apple and Major League Soccer announce a 10-year broadcasting deal for MLS games, available in the Apple TV app with Apple TV+ in 2023, with some free to watch (Wall Street Journal)","Wall Street Journal:
Apple and Major League Soccer announce a 10-year broadcasting deal for MLS games, available in the Apple TV app with Apple TV+ in 2023, with some free to watch  —  Deal underscores iPhone maker's streaming ambitions and battle for sports …","The New Consumer— by Dan Frommer
A publication about how and why people spend their time and money, focusing on the most interesting and innovative companies, people, products, and trends.","{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.5106}"
These Are America's 50 Most Patriotic Brands in 2022,Here are the top 50 brands consumers consider the most patriotic right now.,"Just in time for the Fourth of July, Brand Keys, Inc. has released the results of its 20th annual survey of America's most patriotic brands. The survey identifies the top 50 brands that consumers bel… [+5016 chars]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Apple investigation urged over ""harmful"" data tracking built into iPhone","""Apple and Google ""knowingly facilitated these harmful practices by building advertising-specific tracking IDs into their mobile operating systems""

What you need to know


Apple and Google could be in trouble over claims of anticompetitive practices when it …","Four Democrat lawmakers have reportedly called on the FTC to investigate Apple and Google over creating harmful advertising tracking and IDs on their platforms.
WSJ reports:
Four Democratic lawmake… [+1778 chars]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Apple Arcade games for iPhone, Mac, Apple TV [New: My Bowling 3D+]","Apple Arcade launched with close to 100 titles and the service is seeing new games added regularly with over 200 games now in the library. Follow along with our guide on Apple Arcade games.
New for 7/1: My Bowling 3D+ is the newest title on Apple Arcade.
 mor…","Apple Arcade launched with close to 100 titles and the service is seeing new games added regularly with over 200 games now in the library. Follow along with our guide on Apple Arcade games.
New for … [+73845 chars]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Apple will handle the lending itself for Apple Pay Later; a wholly-owned subsidiary, Apple Financing LLC, will oversee credit checks and make decisions on loans (Mark Gurman/Bloomberg)","Mark Gurman / Bloomberg:
Apple will handle the lending itself for Apple Pay Later; a wholly-owned subsidiary, Apple Financing LLC, will oversee credit checks and make decisions on loans  —  Apple Inc. will handle the lending itself for a new “buy now, pay lat…","Cybersecurity Dive
In-depth journalism and daily insights into the most impactful news and trends shaping cybersecurity, covering the topics executives need to know: breaches, vulnerability, regulat… [+34 chars]","{'neg': 0.048, 'neu': 0.862, 'pos': 0.09, 'compound': 0.296}"
"Apple Arcade games for iPhone, Mac, Apple TV [New: Disney Jigsaw Puzzle]","Apple Arcade launched with close to 100 titles and the service is seeing new games added regularly with over 200 games now in the library. Follow along with our guide on Apple Arcade games.
New for 6/10: Disney Jigsaw Puzzle+ is the newest title on Apple Arca…","Apple Arcade launched with close to 100 titles and the service is seeing new games added regularly with over 200 games now in the library. Follow along with our guide on Apple Arcade games.
New for … [+73721 chars]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Sources: Apple will use Apple ID data for identity verification and fraud prevention, rely on credit reports and FICO scores for its buy now, pay later service (AnnaMaria Andriotis/Wall Street Journal)","AnnaMaria Andriotis / Wall Street Journal:
Sources: Apple will use Apple ID data for identity verification and fraud prevention, rely on credit reports and FICO scores for its buy now, pay later service  —  Tech giant will approve borrowers and fund loans its…","The New Consumer— by Dan Frommer
A publication about how and why people spend their time and money, focusing on the most interesting and innovative companies, people, products, and trends.","{'neg': 0.145, 'neu': 0.782, 'pos': 0.073, 'compound': -0.3818}"
Here’s what we know about Apple’s plans for the Mac Pro and Pro Display XDR,"Apple’s two-year transition to its own silicon is finally over, except for one product: the Mac Pro. Another one that isn’t part of the Mac silicon transition but users are eager to know where it’s heading next is the Pro Display XDR.
Both of these products w…","Apple’s two-year transition to its own silicon is finally over, except for one product: the Mac Pro. Another one that isn’t part of the Mac silicon transition but users are eager to know where it’s h… [+3295 chars]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
: Mark Zuckerberg issues dire economic warning to Meta employees,"Zuckerberg's chilling message to Meta Platforms Inc. employees: The company faces one of the ""worst downturns that we've seen in recent history"" that will necessitate a scaling back in hires and resources.",Mark Zuckerberg has issued a chilling message to Meta Platforms Inc. employees: The company faces one of the worst downturns that weve seen in recent history that will necessitate a scaling back in h… [+2233 chars],"{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.6597}"
President Biden to award Steve Jobs with posthumous Medal of Freedom,The Biden Administration has announced the recipients of the Presidential Medal of Freedom for this year. Included among the list of 17 recipients is the late Apple CEO and cofounder Steve Jobs. The posthumous Presidential Medal of Freedom will be awarded to …,"The Biden Administration has announced the recipients of the Presidential Medal of Freedom for this year. Included among the list of 17 recipients is the late Apple CEO and cofounder Steve Jobs. 
Th… [+1566 chars]","{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.8957}"
3 Robinhood Favs the Street Loves Too,"Given the largely speculative nature of the Robinhood-100 list, it’s not often that fundamentally focused research firms agree with the largely social media-driven retail trader. Yet the Street and Robinhooders...","Popular trading app Robinhood hasn't fared so well as a public company. Nearly a year ago, the stock debuted on the Nasdaq at $38.00 per share. On Friday, it closed at $8.00.
MarketBeat.com - Market… [+5069 chars]","{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}"
: These software companies are unsung winners in the semiconductor industry,"Mention semiconductors and chip giants such as Intel Corp., Advanced Micro Devices Inc. and NVIDIA Corp. spring to mind, but there are other, less high-profile companies, operating in the space that deserve attention.","Mention semiconductors and chip giants such as Intel Corp., Advanced Micro Devices Inc. and NVIDIA Corp. spring to mind, but there are other, less high-profile companies, operating in the space that … [+3828 chars]","{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4767}"
MarketWatch First Take: Pinterest’s new CEO faces rough road in getting users to buy instead of just pinning,"Pinterest Inc.'s incoming Chief Executive Bill Ready will face some major challenges at his new gig, in which he is clearly being tasked with remolding the scrapbooking/pinning site into more of an e-commerce player.","Pinterest Inc.s incoming new chief executive Bill Ready will face some major challenges in his new gig, in which he is clearly being tasked with remolding the scrapbooking/pinning site into more of a… [+3091 chars]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Jeff Bezos and Ambani set to battle over $7.7 billion cricket rights - Hindustan Times,Jeff Bezos and Ambani set to battle over $7.7 billion cricket rights  Hindustan TimesView Full coverage on Google News,"Jeff Bezos and Mukesh Ambani, two of the worlds richest men, are set for another clash. This time the fight is over media rights to the Super Bowl of cricket, one of the worlds fastest-growing sporti… [+6477 chars]","{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.3818}"
Apple just got approval for a major new Apple Watch feature,"Could we see this at WWDC 22?

What you need to know


Apple has been granted approval for a new Apple Watch feature.
It lets you track your Atrial Fibrillation history. 
It could be unveiled in watchOS 9 at WWDC 22. 


Apple has been granted a new Apple Watc…","Apple has been granted a new Apple Watch health feature for use by the FDA just hours before WWDC and the announcement of watchOS 9.
As spotted by MyHealthyApple:
Apple Inc has received FDA's 510(k… [+822 chars]","{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4767}"
"Apple Inc workers in Maryland, US vote to join a union",Workers in Maryland become the first retail employees of Apple Inc to unionize in the United States.,"Apple Inc workers in the city of Maryland in the United States have voted to join a union, becoming the first retail employees of the tech giant to unionize in the country.
More than 100 workers in … [+1595 chars]","{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.296}"
"Gene Levoff, a former lawyer at Apple, pleads guilty to insider trading; he allegedly traded ahead of quarterly earnings from 2011 to 2016 and was fired in 2018 (Jonathan Stempel/Reuters)","Jonathan Stempel / Reuters:
Gene Levoff, a former lawyer at Apple, pleads guilty to insider trading; he allegedly traded ahead of quarterly earnings from 2011 to 2016 and was fired in 2018  —  The former top corporate lawyer at Apple Inc (AAPL.O) pleaded guil…","The New Consumer— by Dan Frommer
A publication about how and why people spend their time and money, focusing on the most interesting and innovative companies, people, products, and trends.","{'neg': 0.186, 'neu': 0.814, 'pos': 0.0, 'compound': -0.7506}"
In One Chart: How big is the stock-market selloff? The S&P 500 erased $9.3 trillion from its market cap,"The 'wealth destruction we've seen has been absolutely massive,' according to Bespoke Investment Group.","Stocks, bonds and everything in between have been hard-hit this year as fears about high inflation have morphed into concerns about a potential U.S. recession.But what does the sharp rout in stocks m… [+1909 chars]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Goldman Sachs: These 3 Stocks Could Gain More Than 20% by Next Summer,"The stock market seems on track to post its worst first half in decades. And the volatility is not expected to subside anytime soon. Despite the market fluctuations, Goldman Sachs...","The stock market seems on track to post its worst first half in decades. And the volatility is not expected to subside anytime soon. Despite the market fluctuations, Goldman Sachs analysts expect fun… [+7994 chars]","{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.5267}"
